15.000000;15.000000
115.000000;115.000000
215.000000;215.000000
15.000000;115.000000
15.000000;215.000000
115.000000;15.000000
115.000000;215.000000
215.000000;15.000000
215.000000;115.000000
315.000000;315.000000
15.000000;315.000000
115.000000;315.000000
215.000000;315.000000
315.000000;115.000000
315.000000;215.000000
315.000000;15.000000
415.000000;415.000000
15.000000;415.000000
115.000000;415.000000
215.000000;415.000000
315.000000;415.000000
415.000000;15.000000
415.000000;115.000000
415.000000;215.000000
415.000000;315.000000
700.000000;300.000000
700.000000;400.000000
700.000000;500.000000
700.000000;600.000000
800.000000;300.000000
800.000000;400.000000
800.000000;500.000000
800.000000;600.000000
900.000000;300.000000
900.000000;400.000000
900.000000;500.000000
900.000000;600.000000
1000.000000;300.000000
1000.000000;400.000000
1000.000000;500.000000
1000.000000;600.000000
50.000000;600.000000
100.000000;600.000000
50.000000;650.000000
100.000000;650.000000
700.000000;50.000000
700.000000;100.000000
700.000000;150.000000
750.000000;50.000000
750.000000;100.000000
750.000000;150.000000
800.000000;50.000000
800.000000;100.000000
800.000000;150.000000
